,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
1067,-121.85,39.73,52,444,80.0,1107,98,3.4191,INLAND,137500
1068,-121.85,39.73,17,3425,827.0,2469,758,0.9393,INLAND,88900
1069,-121.86,39.74,13,3494,843.0,1571,784,1.1019,INLAND,120200
1070,-121.84,39.75,29,4362,1053.0,2053,1000,1.7284,INLAND,74500
1071,-121.84,39.74,43,2976,599.0,1181,560,2.2621,INLAND,85100
1072,-121.83,39.74,34,3263,604.0,1290,594,2.575,INLAND,130300
1073,-121.8,39.75,28,2551,378.0,1011,374,4.3309,INLAND,125200
1074,-121.82,39.75,29,7744,1375.0,3316,1365,3.0253,INLAND,111400
1075,-121.82,39.75,37,2236,372.0,974,379,3.2016,INLAND,97000
1076,-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,INLAND,122600
1077,-121.79,39.73,8,5690,1189.0,2887,1077,3.0625,INLAND,116300
1078,-121.78,39.71,8,140,28.0,84,29,2.125,INLAND,179200
1079,-121.82,39.73,44,2923,659.0,1371,626,2.2925,INLAND,85800
1080,-121.84,39.73,52,677,152.0,379,154,1.6797,INLAND,94800
1081,-121.84,39.73,52,502,100.0,311,100,1.5481,INLAND,200000
1082,-121.84,39.73,52,857,232.0,520,198,0.987,INLAND,112500
1083,-121.84,39.72,52,1457,389.0,802,342,0.9566,INLAND,69000
1084,-121.84,39.73,52,957,263.0,513,223,1.3672,INLAND,55000
1085,-121.83,39.73,52,1741,401.0,753,377,2.0064,INLAND,77900
1086,-121.85,39.72,18,7272,1559.0,5022,1524,1.6911,INLAND,98800
1087,-121.83,39.72,52,1890,420.0,974,383,1.6827,INLAND,78700
1088,-121.81,39.7,21,5051,1054.0,2948,980,1.5863,INLAND,81300
1089,-121.82,39.73,33,2242,517.0,1160,449,1.7426,INLAND,60300
1090,-121.82,39.72,42,2978,694.0,1879,679,1.5064,INLAND,66300
1091,-121.81,39.71,18,1222,250.0,708,281,2.0288,INLAND,116700
1092,-121.87,39.82,11,5103,825.0,2456,810,4.5032,INLAND,159700
1093,-121.89,39.71,26,2741,451.0,1217,437,3.7007,INLAND,139200
1094,-121.97,39.79,16,1453,299.0,904,286,3.5735,INLAND,89600
1095,-121.84,39.68,38,549,105.0,275,94,3.5375,INLAND,153100
1096,-121.8,39.64,25,2202,422.0,1109,403,2.8306,INLAND,87500
1097,-121.77,39.66,20,3759,,1705,600,4.712,INLAND,158600
1098,-121.74,39.59,24,1535,279.0,726,272,2.3833,INLAND,95100
1099,-121.9,39.59,20,1465,278.0,745,250,3.0625,INLAND,93800
1100,-121.75,39.88,16,2867,559.0,1203,449,2.7143,INLAND,95300
1101,-121.68,39.82,15,3996,748.0,1786,728,3.5189,INLAND,141300
1102,-121.54,40.06,17,858,262.0,47,27,2.4028,INLAND,67500
1103,-121.51,39.97,22,1468,285.0,611,235,2.3036,INLAND,73000
1104,-121.59,39.86,14,1527,269.0,665,261,2.8657,INLAND,119600
1105,-121.58,39.83,16,4591,904.0,1904,812,2.2419,INLAND,93200
1106,-121.6,39.8,10,1742,307.0,721,312,2.4537,INLAND,117900
1107,-121.62,39.79,11,3835,727.0,1456,658,2.5374,INLAND,97200
1108,-121.59,39.82,12,1958,369.0,875,354,2.3507,INLAND,97600
1109,-121.6,39.83,12,3744,699.0,1532,660,2.3079,INLAND,95300
1110,-121.63,39.82,11,3974,727.0,1610,634,2.6147,INLAND,107700
1111,-121.6,39.79,18,2672,533.0,1151,532,2.567,INLAND,102900
1112,-121.59,39.79,20,743,171.0,395,168,1.625,INLAND,88300
1113,-121.59,39.78,16,2754,570.0,1063,543,1.4048,INLAND,86500
1114,-121.59,39.78,18,945,205.0,385,207,2.1838,INLAND,58000
1115,-121.6,39.77,26,1503,343.0,699,296,1.875,INLAND,84000
1116,-121.61,39.77,25,1612,313.0,837,303,2.963,INLAND,89500
1117,-121.63,39.78,28,1677,327.0,770,309,2.6823,INLAND,93400
1118,-121.57,39.8,23,790,137.0,365,152,2.1912,INLAND,115200
1119,-121.57,39.78,18,2221,459.0,952,440,2.0458,INLAND,105700
1120,-121.59,39.77,24,1535,276.0,664,273,2.3068,INLAND,97300
1121,-121.58,39.79,19,2636,523.0,1184,465,2.7863,INLAND,108600
1122,-121.57,39.76,20,1384,257.0,557,232,2.0882,INLAND,104900
1123,-121.58,39.76,19,2487,485.0,1110,453,3.1061,INLAND,110200
1124,-121.58,39.76,18,1676,332.0,733,318,1.7875,INLAND,103800
1125,-121.59,39.75,20,908,206.0,481,211,2.2,INLAND,80800
1126,-121.6,39.77,23,2263,497.0,1138,455,2.3403,INLAND,87300
1127,-121.6,39.76,22,2447,556.0,1157,556,1.8245,INLAND,85500
1128,-121.61,39.76,31,2431,512.0,1026,427,2.5428,INLAND,85000
1129,-121.62,39.77,23,1759,366.0,788,359,1.8125,INLAND,93500
1130,-121.65,39.76,31,1599,318.0,794,303,3.0,INLAND,96700
1131,-121.63,39.76,22,2598,482.0,1151,490,2.8182,INLAND,109700
1132,-121.62,39.76,14,2063,559.0,934,529,1.7788,INLAND,85800
1133,-121.62,39.75,20,1173,261.0,523,258,1.0625,INLAND,92800
1134,-121.63,39.75,37,1296,296.0,569,257,1.8616,INLAND,70500
1135,-121.64,39.74,20,1808,334.0,763,335,2.3711,INLAND,121800
1136,-121.71,39.71,17,2748,556.0,1174,514,3.066,INLAND,102600
1137,-121.66,39.66,17,3502,655.0,1763,613,2.9625,INLAND,101200
1138,-121.56,39.69,8,2836,522.0,1163,512,3.13,INLAND,168300
1139,-121.57,39.74,17,1619,292.0,705,285,2.4623,INLAND,126100
1140,-121.59,39.74,17,1646,330.0,750,344,2.3798,INLAND,83800
1141,-121.6,39.75,19,2888,591.0,984,499,1.9766,INLAND,92600
1142,-121.6,39.68,15,1677,345.0,844,330,2.3958,INLAND,111200
1143,-121.5,39.83,15,1896,408.0,893,334,1.6948,INLAND,87500
1144,-121.41,39.72,17,1583,331.0,730,306,2.3895,INLAND,87500
1145,-121.39,39.61,22,2828,610.0,986,391,2.8871,INLAND,94700
1146,-121.24,39.65,35,632,148.0,221,102,2.3684,INLAND,62500
1147,-121.19,39.55,17,1483,284.0,481,211,1.4896,INLAND,83300
1148,-121.36,39.52,15,2490,527.0,1229,497,2.3917,INLAND,85700
1149,-121.56,39.52,9,818,197.0,358,197,1.7708,INLAND,79500
1150,-121.56,39.52,26,1957,429.0,945,397,1.7308,INLAND,53600
1151,-121.56,39.53,12,1733,421.0,1861,415,1.5771,INLAND,65200
1152,-121.54,39.6,15,886,204.0,576,205,2.1467,INLAND,84100
1153,-121.46,39.54,14,5549,1000.0,1822,919,2.9562,INLAND,142300
1154,-121.49,39.52,25,848,153.0,436,155,3.9028,INLAND,93800
1155,-121.44,39.5,26,1652,325.0,790,292,3.0446,INLAND,90800
1156,-121.47,39.49,17,1554,242.0,553,230,3.2174,INLAND,91800
1157,-121.47,39.51,19,3720,636.0,1304,607,2.6921,INLAND,97500
1158,-121.53,39.53,35,1806,293.0,683,295,4.5156,INLAND,91200
1159,-121.53,39.52,30,1030,161.0,448,159,2.4821,INLAND,73800
1160,-121.53,39.52,24,1028,185.0,471,186,2.9688,INLAND,86400
1161,-121.54,39.51,33,3585,757.0,1887,765,2.502,INLAND,62100
1162,-121.52,39.51,30,3085,610.0,1688,575,2.334,INLAND,72200
1163,-121.55,39.51,39,1551,353.0,684,310,2.0357,INLAND,57600
1164,-121.55,39.51,48,827,198.0,396,161,0.8024,INLAND,58300
1165,-121.55,39.51,50,1050,288.0,485,260,1.1607,INLAND,51700
1166,-121.56,39.51,47,1064,245.0,603,190,1.3654,INLAND,57900
1167,-121.56,39.51,46,1885,385.0,871,347,1.6352,INLAND,53100
1168,-121.57,39.5,31,2023,469.0,1073,436,1.5714,INLAND,56100
1169,-121.58,39.52,25,2409,490.0,1384,479,1.9956,INLAND,58000
1170,-121.58,39.51,24,1865,372.0,1087,385,1.6389,INLAND,56700
1171,-121.58,39.5,29,1947,383.0,925,337,2.1658,INLAND,57600
1172,-121.62,39.5,18,2105,416.0,974,385,1.6346,INLAND,63300
1173,-121.61,39.52,24,1610,324.0,909,323,1.8661,INLAND,59800
1174,-121.65,39.53,23,1387,325.0,640,289,1.4833,INLAND,65200
1175,-121.57,39.48,15,202,54.0,145,40,0.8252,INLAND,42500
1176,-121.55,39.5,26,3215,827.0,2041,737,1.0585,INLAND,45100
1177,-121.54,39.5,38,1438,310.0,779,275,1.3289,INLAND,39400
1178,-121.53,39.49,19,1537,329.0,617,274,1.5313,INLAND,50300
1179,-121.54,39.48,29,2896,596.0,1809,617,1.8047,INLAND,53800
1180,-121.54,39.47,14,1724,315.0,939,302,2.4952,INLAND,53900
1181,-121.55,39.48,41,461,107.0,284,90,2.2045,INLAND,41800
1182,-121.49,39.49,20,2505,468.0,1174,429,2.9965,INLAND,88900
1183,-121.52,39.5,33,1462,241.0,569,231,3.2833,INLAND,82600
1184,-121.52,39.49,30,1217,238.0,677,233,2.6563,INLAND,63600
1185,-121.52,39.48,21,2628,494.0,1364,468,2.0455,INLAND,59400
1186,-121.55,39.45,18,2278,523.0,1185,475,1.3611,INLAND,60600
1187,-121.53,39.44,26,1340,255.0,662,239,2.6071,INLAND,57100
1188,-121.55,39.44,31,1434,283.0,811,289,1.7727,INLAND,49000
1189,-121.52,39.43,15,2119,389.0,1079,374,2.3566,INLAND,80400
1190,-121.46,39.4,17,3659,735.0,1970,667,2.425,INLAND,96200
1191,-121.39,39.39,52,189,34.0,121,37,3.0208,INLAND,60000
1192,-121.54,39.33,27,720,150.0,359,138,2.5313,INLAND,61300
1193,-121.59,39.39,22,2515,482.0,1284,462,2.1776,INLAND,73800
1194,-121.67,39.37,27,2599,502.0,1241,502,1.9943,INLAND,86300
1195,-121.65,39.35,24,1003,251.0,1098,227,1.7552,INLAND,86400
1196,-121.67,39.34,22,1217,224.0,537,187,2.6607,INLAND,84600
1197,-121.65,39.32,40,812,154.0,374,142,2.7891,INLAND,73500
1198,-121.69,39.36,29,2220,471.0,1170,428,2.3224,INLAND,56200
1199,-121.7,39.37,32,1852,373.0,911,365,1.7885,INLAND,57000
1200,-121.7,39.36,46,1210,243.0,523,242,1.91,INLAND,63900
1201,-121.7,39.36,37,2330,495.0,1505,470,2.0474,INLAND,56000
1202,-121.69,39.36,34,842,186.0,635,165,1.8355,INLAND,63000
1203,-121.74,39.38,27,2596,435.0,1100,409,2.3243,INLAND,85500
1204,-121.8,39.33,30,1019,192.0,501,185,2.5259,INLAND,81300
1205,-121.71,39.42,21,1432,284.0,862,275,2.2813,INLAND,57600
1206,-121.71,39.41,22,1814,342.0,941,323,2.1728,INLAND,59400
1207,-121.75,39.4,29,1687,327.0,864,334,2.4943,INLAND,81900
1208,-121.79,39.48,39,1105,180.0,408,166,3.3929,INLAND,82100
1209,-120.46,38.15,16,4221,781.0,1516,697,2.3816,INLAND,116000
1210,-120.55,38.12,10,1566,325.0,785,291,2.5,INLAND,116100
1211,-120.56,38.09,34,2745,559.0,1150,491,2.3654,INLAND,94900
1212,-120.55,38.07,27,1199,224.0,463,199,2.9063,INLAND,92200
1213,-120.54,38.07,37,736,148.0,339,140,2.2875,INLAND,79900
1214,-120.67,37.97,9,7450,1475.0,2233,930,2.6528,INLAND,133000
1215,-120.46,38.09,16,3758,715.0,1777,615,3.0,INLAND,122600
1216,-120.79,38.24,19,1003,235.0,538,190,2.9821,INLAND,90400
1217,-120.9,38.2,16,3120,641.0,1319,526,2.0472,INLAND,93200
1218,-120.88,38.16,8,2029,387.0,1000,364,4.0109,INLAND,125900
1219,-120.91,38.11,9,3585,680.0,1800,598,3.636,INLAND,133100
1220,-120.76,38.12,7,7188,1288.0,3175,1115,3.8488,INLAND,130600
1221,-120.65,38.28,21,3095,681.0,1341,546,2.1382,INLAND,104000
1222,-120.72,38.24,32,2685,543.0,1061,492,2.5473,INLAND,101600
1223,-120.67,38.19,17,2967,611.0,1387,564,2.0417,INLAND,92600
1224,-120.57,38.2,13,4110,847.0,1796,706,2.6417,INLAND,122300
1225,-120.43,38.25,13,763,161.0,311,125,2.4583,INLAND,112500
1226,-120.56,38.39,20,1326,307.0,563,237,2.6667,INLAND,86600
1227,-120.54,38.41,21,1435,294.0,668,267,2.5667,INLAND,77400
1228,-120.42,38.42,18,2912,663.0,999,411,2.7344,INLAND,91900
1229,-120.41,38.33,17,1463,338.0,529,226,3.024,INLAND,100900
1230,-120.55,38.31,18,1411,312.0,592,230,1.625,INLAND,94700
1231,-120.57,38.35,17,1504,358.0,661,250,2.2604,INLAND,84800
1232,-120.36,38.21,10,4300,845.0,1480,609,2.8208,INLAND,139900
1233,-120.34,38.23,10,3757,722.0,546,223,3.75,INLAND,121400
1234,-120.33,38.26,13,2962,546.0,252,103,4.4063,INLAND,155800
1235,-120.34,38.25,17,5497,1056.0,997,408,2.9821,INLAND,111500
1236,-120.37,38.23,13,4401,829.0,924,383,2.6942,INLAND,123500
1237,-120.37,38.25,13,4495,856.0,1149,459,2.5352,INLAND,113700
1238,-120.27,38.29,10,3486,695.0,298,124,3.3542,INLAND,103800
1239,-120.27,38.31,13,3297,662.0,267,97,3.075,INLAND,108300
1240,-120.19,38.42,11,1568,369.0,82,33,3.125,INLAND,77500
1241,-121.91,39.03,48,1096,218.0,657,199,2.7841,INLAND,65800
1242,-122.0,38.99,39,1548,323.0,815,286,2.9489,INLAND,67500
1243,-122.13,39.0,23,3832,774.0,2435,747,2.2754,INLAND,59200
1244,-121.99,39.15,17,6440,1204.0,3266,1142,2.7137,INLAND,72000
1245,-122.04,39.22,27,1446,295.0,670,281,3.2625,INLAND,92800
1246,-122.08,39.25,52,224,38.0,120,45,3.017,INLAND,112500
1247,-122.33,39.1,10,266,62.0,154,49,2.25,INLAND,75000
1248,-122.2,39.15,33,1064,174.0,434,147,3.125,INLAND,108000
1249,-122.09,39.13,28,4169,895.0,2587,810,2.331,INLAND,65500
1250,-122.05,39.34,44,1064,230.0,494,175,2.875,INLAND,61500
1251,-122.17,39.31,35,2791,552.0,1395,476,2.5625,INLAND,62700
1252,-122.51,39.3,19,1629,386.0,551,214,1.7463,INLAND,68800
1253,-122.01,39.21,50,1592,372.0,781,307,2.2679,INLAND,69100
1254,-122.01,39.21,52,1989,392.0,985,396,2.5556,INLAND,75800
1255,-122.01,39.21,39,1214,250.0,660,249,2.4559,INLAND,75000
1256,-121.96,39.3,39,701,130.0,271,89,2.1845,INLAND,112500
1257,-121.65,38.03,28,3144,694.0,1095,482,3.4402,INLAND,192400
1258,-121.63,38.03,17,2549,596.0,1169,500,3.6694,INLAND,209400
1259,-121.63,38.04,25,2019,411.0,888,326,3.2619,INLAND,183800
1260,-121.73,38.0,3,9217,1522.0,3578,1272,5.0016,INLAND,189100
1261,-121.72,38.0,7,7957,1314.0,4460,1293,4.9618,INLAND,156500
1262,-121.72,37.98,5,7105,1143.0,3523,1088,5.0468,INLAND,168800
1263,-121.68,37.98,19,3388,599.0,1707,575,3.6411,INLAND,162800
1264,-121.7,37.98,9,3079,519.0,1562,512,5.1041,INLAND,172900
1265,-121.71,37.99,27,3861,718.0,2085,707,3.3558,INLAND,129700
1266,-121.67,37.99,22,1046,195.0,527,164,4.375,INLAND,213500
1267,-121.68,37.93,44,1014,225.0,704,238,1.6554,INLAND,119400
1268,-121.7,37.94,36,1710,320.0,861,300,2.8828,INLAND,131100
1269,-121.69,37.95,15,1850,441.0,1348,403,3.8125,INLAND,125400
1270,-121.7,37.96,33,2396,452.0,1391,465,3.2813,INLAND,151400
1271,-121.66,37.93,19,2055,358.0,1064,350,4.7426,INLAND,263100
1272,-121.7,37.91,17,1962,291.0,825,267,4.8958,INLAND,187100
1273,-121.7,37.93,19,2005,405.0,972,403,2.2216,INLAND,156700
1274,-121.74,37.95,5,4980,774.0,2399,763,5.7104,INLAND,186300
1275,-121.7,37.93,10,3258,612.0,1779,558,4.6587,INLAND,152500
1276,-121.6,37.91,13,2479,394.0,1075,350,5.1017,INLAND,241400
1277,-121.6,37.9,5,14684,2252.0,4276,1722,6.9051,INLAND,340900
1278,-121.61,37.86,30,1428,287.0,989,287,3.691,INLAND,154400
1279,-121.64,37.85,22,1999,415.0,967,320,4.4583,INLAND,253900
1280,-121.8,38.01,46,2273,495.0,1088,447,2.2532,INLAND,109400
1281,-121.81,38.01,47,1942,430.0,1074,393,2.2361,INLAND,105100
1282,-121.81,38.01,52,1124,245.0,528,226,2.2639,INLAND,128500
1283,-121.82,38.02,46,176,43.0,101,40,2.2361,INLAND,93800
1284,-121.82,38.01,42,1017,253.0,798,266,2.1719,INLAND,99100
1285,-121.82,38.01,50,1120,281.0,625,239,1.5988,INLAND,96400
1286,-121.82,38.01,25,3018,606.0,1614,568,3.4722,INLAND,127000
1287,-121.84,38.02,46,66,22.0,37,21,0.536,INLAND,87500
1288,-121.78,38.01,19,2688,469.0,1216,422,4.4491,INLAND,133900
1289,-121.79,38.01,17,4032,814.0,1749,618,3.1728,INLAND,146800
1290,-121.79,38.0,34,3090,593.0,1588,566,3.6118,INLAND,124700
1291,-121.8,38.01,44,3184,581.0,1399,548,2.7234,INLAND,110200
1292,-121.8,38.01,37,3058,567.0,1351,523,3.5179,INLAND,130800
1293,-121.78,38.0,8,2371,375.0,1094,396,5.3245,INLAND,174500
1294,-121.77,38.01,13,2983,534.0,1417,510,3.9861,INLAND,168100
1295,-121.81,37.99,18,2807,445.0,1315,437,4.8194,INLAND,170400
1296,-121.81,37.99,22,2331,359.0,1086,340,5.1435,INLAND,150800
1297,-121.82,37.98,13,3995,605.0,1969,607,5.0164,INLAND,165200
1298,-121.82,38.01,47,1265,254.0,587,247,2.6364,INLAND,93500
1299,-121.82,38.0,29,2070,452.0,985,420,2.8466,INLAND,113400
1300,-121.81,38.0,37,2724,579.0,1400,540,2.905,INLAND,97300
1301,-121.82,38.0,30,3268,567.0,1714,565,4.4583,INLAND,131000
1302,-121.85,38.0,26,3364,570.0,1806,566,4.2647,INLAND,133400
1303,-121.85,38.0,24,2269,584.0,1239,542,2.0411,INLAND,100000
1304,-121.83,38.0,15,6365,1646.0,3838,1458,2.5495,INLAND,103600
1305,-121.83,38.0,25,1710,288.0,799,259,4.8359,INLAND,145300
1306,-121.83,37.99,23,1150,174.0,572,174,4.9167,INLAND,152400
1307,-121.83,37.99,23,1970,296.0,935,279,4.4853,INLAND,145900
1308,-121.83,37.99,18,2741,449.0,1507,460,4.7566,INLAND,142500
1309,-121.83,38.0,8,2572,738.0,1384,684,1.7161,INLAND,75800
1310,-121.84,37.99,13,4545,952.0,2188,901,3.3625,INLAND,126100
1311,-121.84,37.99,15,2380,385.0,1292,388,4.6029,INLAND,142600
1312,-121.83,37.99,16,2919,462.0,1456,453,5.6779,INLAND,164700
1313,-121.79,38.0,36,1141,234.0,562,213,2.5893,INLAND,108500
1314,-121.79,37.99,10,4156,609.0,1878,586,5.6506,INLAND,178600
1315,-121.79,37.99,18,3646,534.0,1651,535,5.7321,INLAND,164700
1316,-121.8,38.0,34,2738,475.0,1316,459,3.5368,INLAND,122500
1317,-121.8,37.99,16,3077,465.0,1575,446,5.5,INLAND,179500
1318,-121.77,37.99,4,5623,780.0,2429,716,5.4409,INLAND,205100
1319,-121.88,38.03,10,2769,619.0,1045,469,4.1111,INLAND,158600
1320,-121.9,38.04,36,1489,331.0,838,259,1.2024,INLAND,90200
1321,-121.86,38.04,52,242,59.0,188,54,1.3958,INLAND,67500
1322,-121.87,38.02,52,2264,439.0,1403,476,2.7083,INLAND,99400
1323,-121.88,38.03,52,1225,250.0,725,231,2.0,INLAND,101400
1324,-121.9,38.03,51,2982,689.0,1831,608,2.0034,INLAND,87700
1325,-121.88,38.02,46,2112,466.0,1249,382,2.5737,INLAND,87000
1326,-121.89,38.02,36,2707,550.0,1827,545,3.3371,INLAND,94600
1327,-121.9,38.02,5,1560,369.0,1037,372,3.6154,INLAND,181800
1328,-121.87,38.02,31,3644,746.0,2229,678,3.1389,INLAND,117800
1329,-121.88,38.0,16,2605,440.0,1352,408,4.1947,INLAND,140300
1330,-121.88,38.01,9,5329,1284.0,2827,1202,2.7374,INLAND,150000
1331,-121.89,38.01,30,4114,743.0,1994,722,4.2227,INLAND,134400
1332,-121.88,38.0,22,721,117.0,367,129,5.3098,INLAND,151900
1333,-121.86,38.0,4,4075,927.0,2239,849,3.5857,INLAND,165200
1334,-121.86,38.0,16,3216,464.0,1504,453,5.25,INLAND,161700
1335,-121.89,37.99,4,2171,597.0,928,461,4.1016,INLAND,170500
1336,-121.88,37.99,16,3787,515.0,1606,507,5.5676,INLAND,174200
1337,-121.87,38.0,17,2713,442.0,1475,415,4.8542,INLAND,144100
1338,-121.87,37.99,15,2203,312.0,1051,311,4.9783,INLAND,163900
1339,-121.89,38.01,28,3639,751.0,2362,641,3.0042,INLAND,103900
1340,-121.9,38.02,12,1497,360.0,943,341,2.1417,INLAND,122200
1341,-121.9,38.01,16,2604,454.0,1696,481,4.6628,INLAND,136000
1342,-121.92,38.02,8,2750,479.0,1526,484,5.102,INLAND,156500
1343,-121.89,38.01,32,1000,188.0,663,212,4.0972,INLAND,99200
1344,-121.9,38.01,34,3779,766.0,2356,722,3.5129,INLAND,110600
1345,-121.9,38.0,14,1930,363.0,990,322,4.1094,INLAND,162200
1346,-121.9,38.0,14,2677,368.0,1288,375,6.0497,INLAND,177500
1347,-121.92,38.01,7,1632,248.0,879,262,6.1237,INLAND,166000
1348,-121.93,38.01,9,2294,389.0,1142,365,5.3363,INLAND,160800
1349,-121.93,38.02,13,1524,286.0,940,308,5.1337,INLAND,154800
1350,-121.95,38.03,5,5526,,3207,1012,4.0767,INLAND,143100
1351,-121.94,38.03,27,1654,478.0,1141,420,1.4871,INLAND,87100
1352,-121.96,38.02,35,2691,542.0,1409,505,3.016,INLAND,95300
1353,-121.95,38.02,9,3360,833.0,2041,810,2.1013,INLAND,100700
1354,-121.94,38.02,29,5765,1170.0,3266,1131,2.7907,INLAND,113900
1355,-121.92,38.03,16,2176,464.0,1410,434,3.5436,INLAND,100200
1356,-121.92,38.02,16,1840,355.0,1288,338,4.2067,INLAND,125000
1357,-121.91,38.02,15,2966,558.0,1687,527,3.4817,INLAND,129800
1358,-121.97,38.04,38,2505,554.0,1595,498,2.5833,INLAND,83500
1359,-121.97,38.03,17,3685,685.0,1939,649,3.7043,INLAND,139800
1360,-121.98,38.05,31,2810,518.0,1640,503,3.3661,INLAND,98500
1361,-122.02,38.02,44,1465,247.0,817,237,4.8693,NEAR BAY,156900
1362,-122.0,38.03,4,2341,408.0,1235,431,6.0424,INLAND,165900
1363,-122.14,38.02,44,1625,432.0,825,385,2.0523,NEAR BAY,133900
1364,-122.14,38.03,42,118,34.0,54,30,2.5795,NEAR BAY,225000
1365,-122.13,38.02,52,2378,508.0,940,451,2.9583,NEAR BAY,166000
1366,-122.13,38.01,48,2123,494.0,859,474,1.8523,NEAR BAY,144800
1367,-122.14,38.01,50,1760,341.0,741,316,4.5,NEAR BAY,178300
1368,-122.13,38.01,51,1262,309.0,608,298,2.1974,NEAR BAY,139300
1369,-122.13,38.0,33,2821,652.0,1206,640,2.5481,NEAR BAY,150800
1370,-122.16,38.02,40,1800,290.0,761,277,5.1265,NEAR BAY,196100
1371,-122.11,38.01,39,1313,306.0,575,231,3.1711,NEAR BAY,116100
1372,-122.11,38.01,41,1345,272.0,718,283,3.3831,NEAR BAY,129400
1373,-122.12,38.0,20,6992,1404.0,3221,1334,4.2042,NEAR BAY,166400
1374,-122.12,38.01,50,1300,263.0,691,239,3.9519,NEAR BAY,126500
1375,-122.12,38.01,50,1738,355.0,837,363,3.609,NEAR BAY,135700
1376,-122.12,38.01,42,2225,367.0,864,381,4.1189,NEAR BAY,172400
1377,-122.09,38.02,37,1742,339.0,1128,345,3.8824,NEAR BAY,113700
1378,-122.1,38.02,28,4308,824.0,2086,776,3.6523,NEAR BAY,159700
1379,-122.07,38.0,37,978,202.0,462,184,3.625,NEAR BAY,156300
1380,-122.09,38.0,6,10191,1882.0,4377,1789,5.2015,NEAR BAY,204200
1381,-122.11,38.0,9,3424,583.0,1460,543,5.76,NEAR BAY,212600
1382,-122.08,37.99,19,4657,739.0,1914,732,5.0509,NEAR BAY,199900
1383,-122.09,37.99,19,3073,506.0,1773,493,5.4496,NEAR BAY,205400
1384,-122.11,37.99,16,3913,710.0,1782,676,5.1297,NEAR BAY,206700
1385,-122.11,37.99,10,2864,514.0,1300,507,4.3875,NEAR BAY,287700
1386,-122.08,37.97,9,2643,439.0,1105,467,6.6579,NEAR BAY,245200
1387,-122.09,37.97,5,5303,779.0,2017,727,6.9961,NEAR BAY,294100
1388,-122.11,37.98,11,4371,679.0,1790,660,6.135,NEAR BAY,297300
1389,-122.09,37.98,14,5381,871.0,2296,872,5.6875,NEAR BAY,211000
1390,-122.12,37.99,33,1660,277.0,741,261,4.675,NEAR BAY,225400
1391,-122.1,37.97,18,4326,655.0,1753,646,5.6931,NEAR BAY,269600
1392,-122.1,37.96,20,3796,650.0,1679,611,4.3571,NEAR BAY,228200
1393,-122.1,37.96,25,1374,206.0,569,235,6.3699,NEAR BAY,235500
1394,-122.07,37.99,28,3310,574.0,1811,597,4.5401,NEAR BAY,166900
1395,-122.07,37.98,12,6915,1639.0,2940,1468,4.0154,NEAR BAY,186100
1396,-122.07,37.97,20,1705,353.0,856,341,3.7262,NEAR BAY,211800
1397,-122.07,37.96,34,1692,290.0,836,289,5.0172,NEAR BAY,197100
1398,-122.06,37.96,37,1784,313.0,788,304,4.2917,NEAR BAY,189600
1399,-122.08,37.96,21,9135,1534.0,3748,1502,6.0859,NEAR BAY,266000
1400,-122.06,37.95,36,2213,386.0,950,370,4.7386,NEAR BAY,186400
1401,-122.07,37.95,39,2199,388.0,1025,385,4.5893,NEAR BAY,190000
1402,-122.08,37.95,24,3173,548.0,1351,536,5.0672,NEAR BAY,243000
1403,-122.08,37.95,33,1043,157.0,425,148,4.8702,NEAR BAY,235600
1404,-122.07,37.96,37,1217,199.0,552,194,5.0445,NEAR BAY,196200
1405,-122.06,37.96,10,7136,1691.0,2959,1507,3.9816,NEAR BAY,182000
1406,-122.05,37.95,34,1408,277.0,738,269,4.175,NEAR BAY,169400
1407,-122.05,37.94,22,4162,1194.0,1804,1185,2.5459,NEAR BAY,179300
1408,-122.06,37.94,19,4005,972.0,1896,893,2.5268,NEAR BAY,235700
1409,-122.07,37.94,36,2639,488.0,1111,476,3.5057,NEAR BAY,205100
1410,-122.07,37.94,30,1260,276.0,707,221,2.892,NEAR BAY,220800
1411,-122.08,37.93,35,4043,689.0,1832,662,5.0761,NEAR BAY,233200
1412,-122.08,37.94,44,2185,357.0,943,366,4.725,NEAR BAY,232100
1413,-122.07,37.94,43,1454,234.0,683,258,4.475,NEAR BAY,265700
1414,-122.09,37.95,32,1339,209.0,601,209,6.0265,NEAR BAY,247900
1415,-122.09,37.94,29,6895,1022.0,2634,1022,6.1922,NEAR BAY,273200
1416,-122.04,38.0,16,3077,733.0,1447,709,3.2484,NEAR BAY,91100
1417,-122.04,37.99,32,1504,279.0,749,267,3.2,NEAR BAY,134500
1418,-122.04,37.99,36,2765,495.0,1478,441,4.125,NEAR BAY,136200
1419,-122.05,37.97,16,60,10.0,65,19,6.1359,NEAR BAY,250000
1420,-122.06,37.99,16,2445,469.0,721,474,2.8043,NEAR BAY,87500
1421,-122.06,37.99,17,1319,316.0,384,269,1.8229,NEAR BAY,137500
1422,-122.05,38.0,36,2476,472.0,1213,393,3.7333,NEAR BAY,136400
1423,-122.05,38.0,16,1085,217.0,356,232,2.3462,NEAR BAY,75000
1424,-122.03,37.98,16,1209,477.0,627,482,1.3894,NEAR BAY,156300
